report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	route_type	collision_type	weather	surface_condition	light	traffic_control	driver_substance_abuse	person_id	driver_at_fault	injury_severity	driver_distracted_by	vehicle_id	vehicle_damage_extent	vehicle_movement	speed_limit	driverless_vehicle	vehicle_year	vehicle_make	vehicle_model	equipment_problems	drivers_license_state	vehicle_body_type	non_motorist_substance_abuse
MCP2832007N	220052065	Montgomery County Police	Property Damage Crash	2022-11-25T14:42:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	876A4C3A-FC45-4640-A648-22C143C0B9D2	No	NO APPARENT INJURY	NOT DISTRACTED	CEE4E1E4-228C-4C57-B67B-7C40D72AA244	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2018	VOLK	TIGUAN	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5648001G	220052061	Rockville Police Departme	Property Damage Crash	2022-11-25T14:17:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	E58DA840-282C-47B6-9BA4-B51B0960CB35	Yes	NO APPARENT INJURY	INATTENTIVE OR LOST IN THOUGHT	8C786B6E-B2A2-4D6E-BE56-ED84C0260AF7	SUPERFICIAL	CHANGING LANES	35	No	2011	HYUNDAI	SONATA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5648001G	220052061	Rockville Police Departme	Property Damage Crash	2022-11-25T14:17:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	49248F14-79F5-468E-8D10-5EC7EBAF3633	No	NO APPARENT INJURY	NOT DISTRACTED	CA5319BA-E29C-4EFD-A185-9C06C92CFE27	SUPERFICIAL	SLOWING OR STOPPING	35	No	2019	FORD	BUS	NO MISUSE	MD	OTHER BUS	UNKNOWN
MCP3339000X	220052059	Montgomery County Police	Injury Crash	2022-11-25T14:01:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	9C6B316E-D9FE-4E20-9383-88AF1DF7DC13	Yes	SUSPECTED MINOR INJURY	NOT DISTRACTED	751AFB74-BE7F-4F61-87A6-EB0CAC80FA38	DISABLING	MOVING CONSTANT SPEED	40	No	2007	TOYT	TK	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP3339000X	220052059	Montgomery County Police	Injury Crash	2022-11-25T14:01:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	4D6823CA-A564-47C3-B5CC-6CEED98844AA	No	NO APPARENT INJURY	NOT DISTRACTED	D5814CF9-10F7-4592-A2D6-ED62289E36FB	FUNCTIONAL	MAKING U TURN	40	No	2008	SPAR	FIRE TRUCK	NO MISUSE	MD	FIRE VEHICLE/EMERGENCY	UNKNOWN
MCP22780041	220052050	Montgomery County Police	Injury Crash	2022-11-25T13:27:00.000	Interstate (State)	SINGLE VEHICLE	CLOUDY	WET	DAYLIGHT	NO CONTROLS	NONE DETECTED	2D96CF92-0CBD-46CC-A5BC-24E905D37C9E	Yes	NO APPARENT INJURY	NOT DISTRACTED	365D3606-EF34-49E7-9C97-8219E9CA47CE	DISABLING	MOVING CONSTANT SPEED	45	No	2003	JEEP	LIBERTY	NO MISUSE	VA	PASSENGER CAR	UNKNOWN
MCP2356002H	220052093	Montgomery County Police	Injury Crash	2022-11-25T12:00:00.000	Maryland (State)	SINGLE VEHICLE	UNKNOWN	DRY	DAYLIGHT	TRAFFIC SIGNAL	OTHER	5C7F8BB3-42C3-4810-8316-C55D06AF255F	Yes	NO APPARENT INJURY	INATTENTIVE OR LOST IN THOUGHT	4CA0663F-1E58-446E-92AA-F52C6AB1C246	SUPERFICIAL	MAKING LEFT TURN	35	No	2017	LINCOLN	NAVIGATOR	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2832007M	220052037	Montgomery County Police	Property Damage Crash	2022-11-25T11:29:00.000	County	SINGLE VEHICLE	CLEAR	WET	DAYLIGHT	NO CONTROLS	NONE DETECTED	F42A6016-7154-4198-808E-1C11AB8643A3	Yes	NO APPARENT INJURY	NOT DISTRACTED	1A84B47B-62CB-4E90-AA5F-0376B824E0C1	DISABLING	MOVING CONSTANT SPEED	35	No	2000	FORD	MUSTANG	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP003600GT	220052035	Montgomery County Police	Property Damage Crash	2022-11-25T11:05:00.000	County	SINGLE VEHICLE	CLEAR	WET	DAYLIGHT	NO CONTROLS	NONE DETECTED	393642B0-C236-4FFF-A015-11828353DAAF	Yes	NO APPARENT INJURY	NOT DISTRACTED	65A7A4EB-4C7C-41A5-AE9E-A0A53A5E5774	DISABLING	MOVING CONSTANT SPEED	35	No	2017	TOYOTA	COROLLA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3086007M	220052033	Montgomery County Police	Injury Crash	2022-11-25T10:50:00.000	Municipality	SAME DIR REAR END	CLEAR	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	C23F7CEA-60E4-43FE-836D-07B5B5520382	No	POSSIBLE INJURY	NOT DISTRACTED	DE32F4DB-6D48-48A1-B4AA-FE4E29472C25	DISABLING	SLOWING OR STOPPING	35	No	2016	NISSAN	ALTIMA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3086007M	220052033	Montgomery County Police	Injury Crash	2022-11-25T10:50:00.000	Municipality	SAME DIR REAR END	CLEAR	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	383E683F-E81E-41AE-AB0D-B265DFBC2707	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	7BCDA130-4CDE-43C0-9483-81E9C4DD544D	DESTROYED	SLOWING OR STOPPING	35	No	2007	TOYOTA	COROLLA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD559500CF	220052032	Rockville Police Departme	Property Damage Crash	2022-11-25T10:48:00.000	Maryland (State)	HEAD ON LEFT TURN	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	081E2170-5335-4922-BAA4-078EB2C09004	No	NO APPARENT INJURY	NOT DISTRACTED	3422D58F-2A4E-405F-B5E3-62B82039B967	DESTROYED	MOVING CONSTANT SPEED	45	No	2019	MITSUBISHI	UT	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD559500CF	220052032	Rockville Police Departme	Property Damage Crash	2022-11-25T10:48:00.000	Maryland (State)	HEAD ON LEFT TURN	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	2BF9F4A2-E8B3-4E6E-837E-E27D5CE8FDB7	Yes	NO APPARENT INJURY	NOT DISTRACTED	E277233A-19C3-434D-9AD6-3996345AFCA1	DISABLING	MAKING LEFT TURN	45	No	2021	TOYOTA	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP33310013	220052026	Montgomery County Police	Injury Crash	2022-11-25T09:20:00.000	County	SAME DIRECTION RIGHT TURN	CLOUDY	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	82C32A83-7959-47A2-9885-8C35631F61D5	No	SUSPECTED MINOR INJURY	NOT DISTRACTED	B860F02A-4130-4A35-AC5E-6C0EF0E69860	DISABLING	MOVING CONSTANT SPEED	35	No	2014	HONDA	CRV	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP33310013	220052026	Montgomery County Police	Injury Crash	2022-11-25T09:20:00.000	County	SAME DIRECTION RIGHT TURN	CLOUDY	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	6D610603-E933-484B-A436-DFFBE28F7105	Yes	NO APPARENT INJURY	INATTENTIVE OR LOST IN THOUGHT	79BD0F50-D4AF-479E-A349-7BC7DD19517D	DISABLING	MAKING RIGHT TURN	35	No	2020	TOYOTA	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP0617004Q	220052052	Montgomery County Police	Property Damage Crash	2022-11-25T08:16:00.000	County	SAME DIRECTION SIDESWIPE	CLOUDY	DRY	DAYLIGHT	NO CONTROLS	OTHER	F1C621AA-956C-42EE-BE18-B6F7A9A776FA	Yes	NO APPARENT INJURY	UNKNOWN	207371D6-0237-43B5-8DCF-3B5A48E43AF1	OTHER	MOVING CONSTANT SPEED	25	No	2011	CRANE	FRHT	OTHER	MD	MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))	UNKNOWN
MCP3200006Y	220052021	Montgomery County Police	Property Damage Crash	2022-11-25T08:00:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	RAINING	WET	DAYLIGHT	OTHER	NONE DETECTED	15788C2F-6EFF-49EC-8090-D15009D43343	No	NO APPARENT INJURY	NOT DISTRACTED	551CA452-61FF-4C8D-9864-6D2731A08E50	SUPERFICIAL	PARKED	35	No	2021	NEW FLYER	BUS	NO MISUSE	MD	TRANSIT BUS	UNKNOWN
MCP3200006Y	220052021	Montgomery County Police	Property Damage Crash	2022-11-25T08:00:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	RAINING	WET	DAYLIGHT	OTHER	NONE DETECTED	38E59919-C540-48BB-9EB6-2BA14C14C7FF	Yes	NO APPARENT INJURY	NOT DISTRACTED	1F6369E7-A011-4350-9CBE-82830E658671	SUPERFICIAL	CHANGING LANES	35	No	2020	TOYOTA	PRIUS	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP33310014	220052015	Montgomery County Police	Property Damage Crash	2022-11-25T06:10:00.000	Maryland (State)	SINGLE VEHICLE	RAINING	WET	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	E2019431-1881-4AAD-9FFD-A95BE15458F0	Yes	NO APPARENT INJURY	INATTENTIVE OR LOST IN THOUGHT	9E6D57E3-0934-4BFB-A716-A24B7D6B5C6C	DISABLING	MOVING CONSTANT SPEED	25	No	2004	TOYOTA	PRIUS	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2641002V	220052014	Montgomery County Police	Injury Crash	2022-11-25T05:23:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	77EAC490-EC2A-4B76-BF9E-B6388FCAFEEF	No	POSSIBLE INJURY	NOT DISTRACTED	7C101084-ACAE-4AEA-BD06-3D3E2DDAB302	FUNCTIONAL	MOVING CONSTANT SPEED	30	No	2014	DODGE	CHARGER	NO MISUSE	MD	POLICE VEHICLE/NON EMERGENCY	UNKNOWN
MCP2641002V	220052014	Montgomery County Police	Injury Crash	2022-11-25T05:23:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	7DF1AB1F-1A48-44AC-97B9-31D0A43A05FD	Yes	NO APPARENT INJURY	UNKNOWN	EC290302-60EB-49DB-A0FB-3C78BC25A781	FUNCTIONAL	MOVING CONSTANT SPEED	30	No	2011	FORD	ESCAPE	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP33070021	220052005	Montgomery County Police	Property Damage Crash	2022-11-24T22:37:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	204BCB31-0F3C-486A-BF2C-FECE0AF4C6E1	No	NO APPARENT INJURY	UNKNOWN	12DB79B4-ACC4-4929-8116-1FE3028B1E08	DISABLING	MOVING CONSTANT SPEED	35	No	2014	NISSAN	FRONTIER	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP33070021	220052005	Montgomery County Police	Property Damage Crash	2022-11-24T22:37:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	FACCAC5B-B6B6-41EB-A591-C21BF8B9A0B7	Yes	NO APPARENT INJURY	NOT DISTRACTED	81D608AD-3A80-44D0-A91F-ECBD235E0410	DISABLING	OTHER	25	No	2016	KIA	OPTIMA	OTHER	XX	PASSENGER CAR	UNKNOWN
MCP28710087	220052001	Montgomery County Police	Injury Crash	2022-11-24T21:50:00.000	Maryland (State)	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	F09C9326-052B-4779-B27D-9C8A0155705D	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	7C6B6720-7972-42B9-9C48-84B75A9AF637	DISABLING	MOVING CONSTANT SPEED	40	No	2021	VOLKS	JETTA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3342000M	220051996	Montgomery County Police	Property Damage Crash	2022-11-24T19:04:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	ALCOHOL PRESENT	2F4C7051-CDCC-4D32-B2F5-FEFFF50EF165	Yes	NO APPARENT INJURY	NOT DISTRACTED	52C1A9C2-9B20-478F-A7CE-079F87BCB0EA	DISABLING	MOVING CONSTANT SPEED	30	No	2011	HONDA	CIVIC	NO MISUSE	PA	PASSENGER CAR	UNKNOWN
MCP3094002B	220051990	Montgomery County Police	Property Damage Crash	2022-11-24T18:30:00.000	County	SAME DIR REAR END	UNKNOWN	DRY	DARK NO LIGHTS	NO CONTROLS	OTHER	B6118080-9B6D-409A-9679-3E9615C3E408	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	338681F3-C0CC-41B4-B612-1F29EE0CBEDA	FUNCTIONAL	ACCELERATING	25	No	2010	ACURA	MDX	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
EJ785600BS	220051981	Gaithersburg Police Depar	Injury Crash	2022-11-24T17:18:00.000	Maryland (State)	OTHER	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	OTHER	1858462B-985A-4A8D-B2F0-FFABBF45E13E	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	14144850-0A62-4831-AA1D-A71085BE4382	SUPERFICIAL	MAKING RIGHT TURN	35	No	2017	ACURA	ILX	NO MISUSE	VA	PASSENGER CAR	ALCOHOL PRESENT
MCP30440063	220051971	Montgomery County Police	Injury Crash	2022-11-24T14:14:00.000	County	OTHER	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	DEFB8949-525F-43C7-ADD6-E61A0420B959	Yes	SUSPECTED MINOR INJURY	UNKNOWN	8CF9BE2F-C937-4C57-833A-718B7E580586	DISABLING	MOVING CONSTANT SPEED	25	No	2015	SUBARU	IMPREZA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP33350014	220051966	Montgomery County Police	Property Damage Crash	2022-11-24T11:15:00.000	UNKNOWN	OTHER	CLEAR	OTHER	DAYLIGHT	OTHER	ALCOHOL PRESENT	ADF505B9-8D19-4B9B-AA4F-8ECC21FC389B	Yes	NO APPARENT INJURY	OTHER DISTRACTION	2B099868-563C-42EB-B2E9-93C311E37974	SUPERFICIAL	BACKING	15	No	2001	FORD	VAN	NO MISUSE	MD	VAN	UNKNOWN
MCP3200006X	220051956	Montgomery County Police	Property Damage Crash	2022-11-24T09:58:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	3AB82B90-08DF-489D-8BDA-235327630AE1	Yes	NO APPARENT INJURY	NOT DISTRACTED	6E987879-977F-4E56-8664-8CE6213CB212	SUPERFICIAL	MOVING CONSTANT SPEED	25	No	2016	FORD	T250	NO MISUSE	MD	VAN	UNKNOWN
DM8479001P	220051944	Takoma Park Police Depart	Property Damage Crash	2022-11-24T04:20:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	5B56716C-454E-4D6C-9E41-CD9936D01434	No	NO APPARENT INJURY	NO DRIVER PRESENT	D90E9D88-CDD2-4C40-BC5C-265BAD7119E3	SUPERFICIAL	PARKED	0	No	2017	FORD	INTERCEPTOR SUV	OTHER	UNKNOWN	POLICE VEHICLE/EMERGENCY	UNKNOWN
DM8479001P	220051944	Takoma Park Police Depart	Property Damage Crash	2022-11-24T04:20:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DARK LIGHTS ON	NO CONTROLS	OTHER	07182811-B137-4DB2-9574-FE487DFA3F96	UNKNOWN	NO APPARENT INJURY	UNKNOWN	31690877-E32E-4025-BD05-FC95E7364492	OTHER	OTHER	0	UNKNOWN	0	UNKNOWN	UNKNOWN	OTHER	UNKNOWN	OTHER	UNKNOWN
MCP31440023	220051941	Montgomery County Police	Property Damage Crash	2022-11-24T03:04:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	OTHER	CE1BA24C-3D1E-4972-8E35-9CE8927F98DC	Yes	NO APPARENT INJURY	UNKNOWN	74756D24-960E-4E85-B0EE-65F844EB5204	FUNCTIONAL	ENTERING TRAFFIC LANE	35	No	0	UNKNOWN	UNKNOWN	OTHER	UNKNOWN	OTHER	UNKNOWN
MCP31440023	220051941	Montgomery County Police	Property Damage Crash	2022-11-24T03:04:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	B259E419-2B03-4DFC-ACA2-9FA6BD7A6EC2	No	NO APPARENT INJURY	NOT DISTRACTED	235A2580-56F1-463F-9533-801CD8E6BAE5	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2017	TOYOTA	CAMRY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP30170022	220051937	Montgomery County Police	Property Damage Crash	2022-11-24T02:50:00.000	County	SAME DIR REAR END	CLEAR	OTHER	DARK -- UNKNOWN LIGHTING	STOP SIGN	NONE DETECTED	A1026FEB-B342-4424-99C4-86C74B4A1692	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	A4884EBA-E487-4091-B163-4F06C1291B7A	DISABLING	MOVING CONSTANT SPEED	25	No	2008	MERZ	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3276002D	220051924	Montgomery County Police	Property Damage Crash	2022-11-24T01:04:00.000	County	OTHER	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	OTHER	AAA75132-7D79-4B61-84D9-FC48DFBA55C6	Yes	NO APPARENT INJURY	UNKNOWN	FC8D095F-3A71-48E7-83DB-161AD26C1E51	SUPERFICIAL	PARKING	25	No	2022	HONDA	4D	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
MCP3276002D	220051924	Montgomery County Police	Property Damage Crash	2022-11-24T01:04:00.000	County	OTHER	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	2C744C8D-75A3-4312-9034-2D7BDA475FF4	No	NO APPARENT INJURY	NOT DISTRACTED	5C1692AB-207E-400F-BC9E-07E16A1FB078	SUPERFICIAL	PARKED	25	No	2013	KIA	4D	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3233003L	220051915	Montgomery County Police	Property Damage Crash	2022-11-23T23:25:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	ALCOHOL CONTRIBUTED	19C542AF-8F3A-40CA-96F7-A1F6DA6B4099	Yes	NO APPARENT INJURY	OTHER DISTRACTION	1F8B380A-4AC8-4FD1-8298-BAA15A00EDA4	SUPERFICIAL	MOVING CONSTANT SPEED	40	No	2008	VOLKSWAGON	JETTA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2738004C	220051920	Montgomery County Police	Property Damage Crash	2022-11-23T22:54:00.000	UNKNOWN	OTHER	UNKNOWN	OTHER	DARK -- UNKNOWN LIGHTING	NO CONTROLS	OTHER	2FF1F886-808C-4F16-AA28-A443CC17367E	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	80958E83-50B4-4ED3-9271-7FCF5F3E1E82	FUNCTIONAL	BACKING	15	No	2015	HYUNDAI	ELANTRA	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP2738004C	220051920	Montgomery County Police	Property Damage Crash	2022-11-23T22:54:00.000	UNKNOWN	OTHER	UNKNOWN	OTHER	DARK -- UNKNOWN LIGHTING	NO CONTROLS	OTHER	ACD39D4C-0213-48BB-8EB1-1D3C8D671492	No	NO APPARENT INJURY	NOT DISTRACTED	CF76D87D-FFC6-46F7-A6FD-ECEE72F3419F	FUNCTIONAL	MOVING CONSTANT SPEED	15	No	2019	HONDA	CIVIC	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP31800036	220051903	Montgomery County Police	Property Damage Crash	2022-11-23T22:12:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	8D4B5070-C8B7-4EA1-956B-5275280FBF97	No	NO APPARENT INJURY	NOT DISTRACTED	BFB00747-26AF-44BC-9E88-C1828F19D855	NO DAMAGE	SLOWING OR STOPPING	35	No	2018	HYUN	SANTA FE	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP31800036	220051903	Montgomery County Police	Property Damage Crash	2022-11-23T22:12:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	ALCOHOL PRESENT	714DFC30-5A1E-4A1E-AF53-AFADE6BB0DD2	Yes	NO APPARENT INJURY	NOT DISTRACTED	96A1A656-6506-49F4-898C-E9443CA364AE	SUPERFICIAL	MAKING LEFT TURN	35	No	2004	TOYOTA	COROLLA	NO MISUSE	DC	PASSENGER CAR	UNKNOWN
MCP30440062	220051900	Montgomery County Police	Property Damage Crash	2022-11-23T22:11:00.000	US (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	DB4F72F2-A2E9-48F2-86E1-9E9D858C93F8	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	23953B6C-353C-497F-8229-9B374EE3D0D0	DISABLING	MAKING LEFT TURN	55	No	2012	NISSAN	VERSA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP30440062	220051900	Montgomery County Police	Property Damage Crash	2022-11-23T22:11:00.000	US (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	420385E8-2929-47DD-A86A-BF9E80F590E5	No	NO APPARENT INJURY	NOT DISTRACTED	CE8770E1-C6A7-4C3F-82F2-0D6C7C5863E1	DISABLING	MOVING CONSTANT SPEED	55	No	2012	ACURA	TSX	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5527004F	220051898	Rockville Police Departme	Property Damage Crash	2022-11-23T22:00:00.000	Municipality	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	CA9278D6-B32B-4BD0-9B17-A08FF731A642	Yes	NO APPARENT INJURY	NOT DISTRACTED	37553800-EC8D-40C4-9A2A-3E016C22A0C9	DISABLING	MOVING CONSTANT SPEED	30	No	2021	TOYT	CP	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3262002D	220051896	Montgomery County Police	Property Damage Crash	2022-11-23T21:06:00.000	US (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	F685FD5A-A7B9-4F52-9041-AE33D903FF89	Yes	NO APPARENT INJURY	UNKNOWN	AE9C1546-DD19-4C0E-B6BC-2AECE10942D1	DISABLING	MOVING CONSTANT SPEED	55	No	2003	HONDA	ACCORD	OTHER	XX	PASSENGER CAR	UNKNOWN
MCP3262002D	220051896	Montgomery County Police	Property Damage Crash	2022-11-23T21:06:00.000	US (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	EFB8CADC-0DB9-445D-9103-7495E2DC84E3	No	NO APPARENT INJURY	NOT DISTRACTED	268C4228-497C-4CCE-B4FA-90F99DFE8C54	DISABLING	ACCELERATING	55	No	2019	MERZ	SD	OTHER	MD	PASSENGER CAR	UNKNOWN
HA25000008	22002054	Maryland-National Capital	Property Damage Crash	2022-11-23T19:00:00.000	Government	SINGLE VEHICLE	CLOUDY	OTHER	DARK -- UNKNOWN LIGHTING	OTHER	OTHER	3D40F17E-0A41-4BFE-B5E7-D2B33C65710B	Yes	NO APPARENT INJURY	OTHER DISTRACTION	F79A1D80-2CD9-4817-B02A-4BF77BAF3269	SUPERFICIAL	OTHER	25	No	2021	HONDA	CIVIC	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP30940029	220051881	Montgomery County Police	Injury Crash	2022-11-23T18:46:00.000	UNKNOWN	OTHER	UNKNOWN	OTHER	DARK LIGHTS ON	OTHER	OTHER	3EB7E1F6-E1C6-4DBE-B17B-7FB085BA2C38	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	3EFF69D8-B37B-433D-B617-CA679C2C3B40	SUPERFICIAL	BACKING	0	No	2015	NISSAN	FRONTIER	OTHER	UNKNOWN	PASSENGER CAR	NONE DETECTED
MCP30940029	220051881	Montgomery County Police	Injury Crash	2022-11-23T18:46:00.000	UNKNOWN	OTHER	UNKNOWN	OTHER	DARK LIGHTS ON	OTHER	NONE DETECTED	17428E68-C343-4DCD-9F49-6A9B2CBB02F8	No	POSSIBLE INJURY	NOT DISTRACTED	541726FC-9E6B-4271-B3BF-32BBF5B15BB6	SUPERFICIAL	STOPPED IN TRAFFIC LANE	0	No	2013	GMC	UT	NO MISUSE	MD	PASSENGER CAR	NONE DETECTED
MCP9318002K	220051877	Montgomery County Police	Property Damage Crash	2022-11-23T18:13:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	2A07D68E-66AA-48E4-863C-30C465FE96D0	Yes	NO APPARENT INJURY	UNKNOWN	EDCC0D5D-EE98-4051-9DD6-825C360D9D88	DISABLING	MOVING CONSTANT SPEED	40	No	2015	NISSAN	SENTRA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP9318002K	220051877	Montgomery County Police	Property Damage Crash	2022-11-23T18:13:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	48E1EFA1-7EB7-49E4-AEA1-7EA6938A8B57	No	NO APPARENT INJURY	NOT DISTRACTED	04E21069-86A5-4D13-816D-A4E55FEBC77B	DISABLING	SLOWING OR STOPPING	40	No	2004	HONDA	ACCORD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3271002N	220051850	Montgomery County Police	Property Damage Crash	2022-11-23T15:40:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	C9EBBAAF-37B7-4FB5-AA6F-D27A0BADA295	No	NO APPARENT INJURY	UNKNOWN	3394E6AC-6D9A-449E-A3C2-B7F8B4F9AE50	SUPERFICIAL	MOVING CONSTANT SPEED	35	No	2019	VOLKS	JETTA	NO MISUSE	PA	PASSENGER CAR	UNKNOWN
