report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	hit_run	at_fault	collision_type	weather	surface_condition	light	driver_substance_abuse	fixed_oject_struck	road_condition	lane_type	related_non_motorist	non_motorist_substance_abuse
MCP13780130	220053240	Montgomery County Police	Property Damage Crash	2022-12-02T14:50:00.000	No	DRIVER	SINGLE VEHICLE	CLOUDY	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP2946004S	220053237	Montgomery County Police	Injury Crash	2022-12-02T14:43:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	RIGHT TURN LANE	OTHER	UNKNOWN
MCP2637004T	220053230	Montgomery County Police	Property Damage Crash	2022-12-02T14:00:00.000	No	DRIVER	SINGLE VEHICLE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	OTHER POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3161004H	220053256	Montgomery County Police	Property Damage Crash	2022-12-02T13:20:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32000071	220053221	Montgomery County Police	Injury Crash	2022-12-02T13:20:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2239002F	220053220	Montgomery County Police	Property Damage Crash	2022-12-02T13:16:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	UNKNOWN, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3272001V	220053195	Montgomery County Police	Injury Crash	2022-12-02T12:00:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP209400KW	220053200	Montgomery County Police	Property Damage Crash	2022-12-02T11:59:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ7888003B	220053190	Gaithersburg Police Depar	Injury Crash	2022-12-02T11:00:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2603004J	220053173	Montgomery County Police	Property Damage Crash	2022-12-02T08:59:00.000	No	DRIVER	OPPOSITE DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2641002W	220053160	Montgomery County Police	Property Damage Crash	2022-12-02T07:30:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	RIGHT TURN LANE	OTHER	UNKNOWN
MCP297700B5	220053156	Montgomery County Police	Property Damage Crash	2022-12-02T06:47:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP24460062	220053154	Montgomery County Police	Injury Crash	2022-12-02T06:25:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3235001Y	220053148	Montgomery County Police	Injury Crash	2022-12-02T04:00:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP30710027	220053142	Montgomery County Police	Property Damage Crash	2022-12-02T02:09:00.000	No	DRIVER	SINGLE VEHICLE	OTHER	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP33030013	220053133	Montgomery County Police	Property Damage Crash	2022-12-01T23:24:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1210005P	220053110	Montgomery County Police	Injury Crash	2022-12-01T20:33:00.000	No	DRIVER	SINGLE VEHICLE	CLOUDY	DRY	DARK NO LIGHTS	NONE DETECTED	TREE SHRUBBERY	NO DEFECTS	OFF ROAD	OTHER	UNKNOWN
MCP3232003B	220053107	Montgomery County Police	Property Damage Crash	2022-12-01T20:10:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	TREE SHRUBBERY	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP29730068	220053102	Montgomery County Police	Property Damage Crash	2022-12-01T20:00:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP23610027	220053100	Montgomery County Police	Property Damage Crash	2022-12-01T19:52:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2939006F	220053101	Montgomery County Police	Injury Crash	2022-12-01T19:37:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP30930047	220053105	Montgomery County Police	Injury Crash	2022-12-01T19:07:00.000	No	DRIVER	OTHER	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DM8498000L	220053094	Takoma Park Police Depart	Property Damage Crash	2022-12-01T19:05:00.000	Yes	DRIVER	HEAD ON	CLEAR	DRY	OTHER	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1210005Q	220053097	Montgomery County Police	Property Damage Crash	2022-12-01T19:00:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLOUDY	DRY	DARK LIGHTS ON	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1378012Z	220053074	Montgomery County Police	Injury Crash	2022-12-01T17:16:00.000	No	NONMOTORIST	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP2656006G	220053072	Montgomery County Police	Property Damage Crash	2022-12-01T17:00:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3336000F	220053099	Montgomery County Police	Property Damage Crash	2022-12-01T16:53:00.000	No	DRIVER	SAME DIR REND LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3125003W	220053062	Montgomery County Police	Property Damage Crash	2022-12-01T16:20:00.000	No	DRIVER	SINGLE VEHICLE	OTHER	DRY	DAYLIGHT	OTHER	GUARDRAIL OR BARRIER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2314001W	220053068	Montgomery County Police	Injury Crash	2022-12-01T16:20:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2356002J	220053059	Montgomery County Police	Injury Crash	2022-12-01T15:59:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP30930048	220053057	Montgomery County Police	Property Damage Crash	2022-12-01T15:13:00.000	Yes	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ7894001Z	220053020	Gaithersburg Police Depar	Property Damage Crash	2022-12-01T13:20:00.000	No	DRIVER	OPPOSITE DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP0617004S	220053025	Montgomery County Police	Property Damage Crash	2022-12-01T13:00:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP24450043	220053013	Montgomery County Police	Property Damage Crash	2022-12-01T12:23:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	LIGHT SUPPORT POLE	OTHER	OTHER	OTHER	UNKNOWN
DD56120035	220053012	Rockville Police Departme	Injury Crash	2022-12-01T12:13:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	UNKNOWN
MCP32530023	220053005	Montgomery County Police	Injury Crash	2022-12-01T12:06:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP291700BF	220053007	Montgomery County Police	Injury Crash	2022-12-01T11:53:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2109000C	220052997	Montgomery County Police	Property Damage Crash	2022-12-01T10:40:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER POLE	OTHER	OTHER	OTHER	UNKNOWN
MCP2637004S	220052993	Montgomery County Police	Property Damage Crash	2022-12-01T10:27:00.000	No	DRIVER	SAME DIRECTION LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2962006Q	220052977	Montgomery County Police	Injury Crash	2022-12-01T09:04:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	FENCE	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ78880039	220053029	Gaithersburg Police Depar	Property Damage Crash	2022-12-01T08:15:00.000	No	DRIVER	OTHER	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP2753005Y	220052969	Montgomery County Police	Property Damage Crash	2022-12-01T07:55:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
HA2449001H	22002092	Maryland-National Capital	Injury Crash	2022-12-01T07:37:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	PEDESTRIAN	UNKNOWN
MCP32530022	220052964	Montgomery County Police	Injury Crash	2022-12-01T06:30:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	PEDESTRIAN	NONE DETECTED
MCP33200017	220053583	Montgomery County Police	Property Damage Crash	2022-12-01T06:20:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DARK NO LIGHTS	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ78880038	220052962	Gaithersburg Police Depar	Property Damage Crash	2022-12-01T06:15:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP29810044	220052948	Montgomery County Police	Injury Crash	2022-11-30T23:40:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ7878004S	220052926	Gaithersburg Police Depar	Property Damage Crash	2022-11-30T20:00:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP30930049	220052920	Montgomery County Police	Injury Crash	2022-11-30T19:26:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2825001V	220052921	Montgomery County Police	Property Damage Crash	2022-11-30T19:22:00.000	Yes	DRIVER	OTHER	CLEAR	WET	DARK NO LIGHTS	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5617002Y	220052918	Rockville Police Departme	Property Damage Crash	2022-11-30T19:15:00.000	No	DRIVER	HEAD ON LEFT TURN	OTHER	OTHER	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3094002G	220052912	Montgomery County Police	Injury Crash	2022-11-30T18:58:00.000	No	DRIVER	SINGLE VEHICLE	OTHER	DRY	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	RIGHT TURN LANE	OTHER	UNKNOWN
MCP22980124	220052910	Montgomery County Police	Property Damage Crash	2022-11-30T18:30:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3263002W	220052908	Montgomery County Police	Injury Crash	2022-11-30T18:30:00.000	No	DRIVER	OTHER	CLEAR	OTHER	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP3336000D	220052925	Montgomery County Police	Injury Crash	2022-11-30T17:50:00.000	No	DRIVER	OTHER	CLEAR	OTHER	DARK LIGHTS ON	NONE DETECTED	OTHER	OTHER	OTHER	PEDESTRIAN	NONE DETECTED
MCP1378012Y	220052896	Montgomery County Police	Property Damage Crash	2022-11-30T17:40:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLOUDY	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2871008B	220052897	Montgomery County Police	Injury Crash	2022-11-30T17:38:00.000	No	NONMOTORIST	OTHER	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	RIGHT TURN LANE	PEDESTRIAN	NONE DETECTED
MCP23990068	220052906	Montgomery County Police	Property Damage Crash	2022-11-30T17:30:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP003600GV	220052883	Montgomery County Police	Property Damage Crash	2022-11-30T16:46:00.000	No	DRIVER	SINGLE VEHICLE	CLOUDY	WET	DUSK	NONE DETECTED	OTHER POLE	NO DEFECTS	OFF ROAD	OTHER	UNKNOWN
MCP3296001F	220052887	Montgomery County Police	Property Damage Crash	2022-11-30T16:40:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3094002F	220052858	Montgomery County Police	Injury Crash	2022-11-30T15:10:00.000	No	DRIVER	HEAD ON	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3129005K	220052847	Montgomery County Police	Property Damage Crash	2022-11-30T14:17:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLOUDY	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	CROSSOVER AREA	OTHER	UNKNOWN
MCP3220003D	220052849	Montgomery County Police	Injury Crash	2022-11-30T14:15:00.000	No	DRIVER	OPPOSITE DIRECTION SIDESWIPE	CLOUDY	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP1378012X	220052851	Montgomery County Police	Property Damage Crash	2022-11-30T14:11:00.000	No	DRIVER	SAME DIR REAR END	CLOUDY	WET	DUSK	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5502006R	220052832	Rockville Police Departme	Property Damage Crash	2022-11-30T13:30:00.000	No	DRIVER	OTHER	CLOUDY	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP27520050	220052913	Montgomery County Police	Property Damage Crash	2022-11-30T12:02:00.000	Yes	DRIVER	OTHER	CLEAR	WET	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2016006N	220052801	Montgomery County Police	Property Damage Crash	2022-11-30T09:30:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	RAINING	WET	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP33350016	220052798	Montgomery County Police	Property Damage Crash	2022-11-30T08:51:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	RAINING	WET	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD559500CG	220052790	Rockville Police Departme	Property Damage Crash	2022-11-30T08:50:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP2830005V	220052785	Montgomery County Police	Property Damage Crash	2022-11-30T08:00:00.000	No	UNKNOWN	STRAIGHT MOVEMENT ANGLE	RAINING	WET	OTHER	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3109007G	220052783	Montgomery County Police	Property Damage Crash	2022-11-30T08:00:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP235800B4	220052786	Montgomery County Police	Property Damage Crash	2022-11-30T08:00:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3016003Y	220052782	Montgomery County Police	Injury Crash	2022-11-30T07:39:00.000	No	DRIVER	HEAD ON LEFT TURN	RAINING	WET	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32530021	220052778	Montgomery County Police	Injury Crash	2022-11-30T06:30:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP2738004D	220052755	Montgomery County Police	Injury Crash	2022-11-29T21:53:00.000	No	UNKNOWN	OTHER	CLEAR	DRY	OTHER	OTHER	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	UNKNOWN
EJ78910011	220052753	Gaithersburg Police Depar	Injury Crash	2022-11-29T21:11:00.000	No	NONMOTORIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	UNKNOWN
MCP28710089	220052750	Montgomery County Police	Injury Crash	2022-11-29T20:33:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DARK LIGHTS ON	NONE DETECTED	BUILDING	OTHER	OTHER	OTHER	UNKNOWN
MCP3279001P	220052744	Montgomery County Police	Injury Crash	2022-11-29T19:23:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	ILLEGAL DRUG CONTRIBUTED, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2875006K	220052740	Montgomery County Police	Property Damage Crash	2022-11-29T19:05:00.000	Yes	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2756004N	220052741	Montgomery County Police	Injury Crash	2022-11-29T19:00:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	ILLEGAL DRUG PRESENT, NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3336000B	220052730	Montgomery County Police	Property Damage Crash	2022-11-29T17:50:00.000	Yes	DRIVER	SAME DIRECTION LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1433004K	220052729	Montgomery County Police	Property Damage Crash	2022-11-29T17:35:00.000	Yes	DRIVER	OTHER	CLOUDY	OTHER	DARK LIGHTS ON	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
DM8494002L	220052718	Takoma Park Police Depart	Property Damage Crash	2022-11-29T17:21:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3168004Y	220052719	Montgomery County Police	Property Damage Crash	2022-11-29T16:55:00.000	No	DRIVER	OTHER	CLEAR	OTHER	DARK NO LIGHTS	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP30440064	220052703	Montgomery County Police	Property Damage Crash	2022-11-29T16:23:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP28710088	220052698	Montgomery County Police	Property Damage Crash	2022-11-29T15:48:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3263002V	220052689	Montgomery County Police	Property Damage Crash	2022-11-29T14:57:00.000	No	DRIVER	SAME DIRECTION LEFT TURN	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DM8502000P	220052679	Takoma Park Police Depart	Property Damage Crash	2022-11-29T14:57:00.000	Yes	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	UNKNOWN, NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP235800B5	220052846	Montgomery County Police	Property Damage Crash	2022-11-29T14:00:00.000	No	UNKNOWN	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5651002G	220052661	Rockville Police Departme	Property Damage Crash	2022-11-29T13:35:00.000	No	DRIVER	OPPOSITE DIRECTION SIDESWIPE	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3200006Z	220052652	Montgomery County Police	Property Damage Crash	2022-11-29T12:27:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DM8494002K	220052646	Takoma Park Police Depart	Property Damage Crash	2022-11-29T12:16:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP30090057	220052042	Montgomery County Police	Property Damage Crash	2022-11-29T11:50:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2946004R	220052639	Montgomery County Police	Injury Crash	2022-11-29T11:37:00.000	No	DRIVER	SINGLE VEHICLE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	CURB	NO DEFECTS	OFF ROAD	OTHER	UNKNOWN
MCP2637004R	220052636	Montgomery County Police	Property Damage Crash	2022-11-29T11:22:00.000	No	DRIVER	SINGLE VEHICLE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	TRAFFIC SIGNAL SUPPORT	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3109007F	220052628	Montgomery County Police	Property Damage Crash	2022-11-29T11:15:00.000	No	DRIVER	HEAD ON	CLOUDY	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP0617004R	220052632	Montgomery County Police	Property Damage Crash	2022-11-29T11:01:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5651002F	220052613	Rockville Police Departme	Property Damage Crash	2022-11-29T09:37:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	OTHER	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP115100CY	220052601	Montgomery County Police	Property Damage Crash	2022-11-29T08:40:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3129005G	220052602	Montgomery County Police	Property Damage Crash	2022-11-29T08:39:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1143000B	220052603	Montgomery County Police	Property Damage Crash	2022-11-29T08:23:00.000	No	UNKNOWN	STRAIGHT MOVEMENT ANGLE	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
EJ78950039	220052592	Gaithersburg Police Depar	Property Damage Crash	2022-11-29T08:05:00.000	No	DRIVER	HEAD ON LEFT TURN	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP15190045	220052591	Montgomery County Police	Property Damage Crash	2022-11-29T07:57:00.000	No	DRIVER	SAME DIR REAR END	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2239002D	220052590	Montgomery County Police	Property Damage Crash	2022-11-29T07:48:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2181004R	220052583	Montgomery County Police	Property Damage Crash	2022-11-29T07:28:00.000	No	DRIVER	HEAD ON LEFT TURN	CLOUDY	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2603004G	220052578	Montgomery County Police	Injury Crash	2022-11-29T06:50:00.000	No	DRIVER	HEAD ON LEFT TURN	OTHER	DRY	DAWN	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2016006M	220052575	Montgomery County Police	Injury Crash	2022-11-29T06:30:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP2052002P	220052559	Montgomery County Police	Property Damage Crash	2022-11-28T23:39:00.000	Yes	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	COMBINED SUBSTANCE PRESENT	GUARDRAIL OR BARRIER	NO DEFECTS	SHOULDER AREA	OTHER	UNKNOWN
